,Cae,Cbe,Cce,Cde,Q,Ea1,k01,Ea2,k02,V,Ca,Cb,Cc,Cd,T
0,1.0318786099719035,2.9171868037033795,0.09989700173373871,0.10110393510854442,0.10044082570406467,53000.0,5000.0,40769.230769230766,50.0,500,0.6975612054668853,2.582869399198361,0.434214406238757,0.4354213396135627,342.1073818205974
1,0.990728063133338,1.0392743257170602,0.0012586593052492812,0.0004528468475689363,0.10238992945541045,53000.0,5000.0,40769.230769230766,50.0,500,0.9306481031975867,0.9791943657813089,0.06133861924100058,0.06053280678332024,323.1656108722844
2,3.0707648043709703,3.0160818965363165,0.0032770159817923916,0.0005584616417975308,0.15059774309791085,53000.0,5000.0,40769.230769230766,50.0,500,2.7336502875556996,2.678967379721046,0.3403915327970632,0.33767297845706834,323.78271952739937
3,3.0031664075196636,1.0756575745993096,0.09539333683964499,0.10486654730862982,0.0978743575351911,53000.0,5000.0,40769.230769230766,50.0,500,2.8380134026967374,0.9105045697763836,0.26054634166257096,0.27001955213155576,322.29090401415635
4,1.0717999852294766,3.081269424063377,0.0026148413515600976,0.004138294025292186,0.14840646111064007,53000.0,5000.0,40769.230769230766,50.0,500,0.9413815871364337,2.9508510259703344,0.13303323944460296,0.13455669211833504,323.72132110547363
5,2.9630622631224273,3.0878423146641074,0.09927658957260155,0.1035514718995728,0.10219918575175943,53000.0,5000.0,40769.230769230766,50.0,500,2.1364706676214795,2.2612507191631597,0.9258681850735493,0.9301430674005206,342.0470658446456
6,0.9154743849669075,2.9021793931114854,0.10473512047281658,0.0033962974841914087,0.09764939995141245,53000.0,5000.0,40769.230769230766,50.0,500,0.6060149281289486,2.5927199362735265,0.4141945773107754,0.31285575432215024,342.3543513611975
7,0.9589061141720128,3.0788350393477595,0.10450320687429973,0.0011815122494771425,0.09926850079009122,53000.0,5000.0,40769.230769230766,50.0,500,0.6266925696140568,2.7466214947898036,0.4367167514322556,0.3333950568074331,342.3151623004302
8,1.03523899995517,3.0191108556187483,0.0014274883366370685,0.10268366852169547,0.15128253675835487,53000.0,5000.0,40769.230769230766,50.0,500,0.9151283985982511,2.8990002542618294,0.12153808969355605,0.22279426987861448,323.49906163613576
9,3.073122568943425,0.9843760485370838,0.0009282833697609472,0.0019252284279963551,0.10057226407574597,53000.0,5000.0,40769.230769230766,50.0,500,2.719892863277551,0.6311463428712097,0.354157989035635,0.35515493409387033,343.55815381914266
10,1.0358687748520217,1.067298162902821,0.10061334656156602,0.0034460867461929383,0.10020952205711357,53000.0,5000.0,40769.230769230766,50.0,500,0.8751030476330716,0.906532435683871,0.26137907378051606,0.16421181396514298,342.9464165625343
11,1.0918732305142358,0.977368610630352,0.10058400429638814,0.004365943287129236,0.10117095925540691,53000.0,5000.0,40769.230769230766,50.0,500,0.940494356010751,0.8259897361268672,0.25196287879987295,0.15574481779061403,342.3557358538891
12,2.9016865493822834,0.9321389626477005,0.004162736741851666,0.0024727649696767843,0.14788595064369325,53000.0,5000.0,40769.230769230766,50.0,500,2.7985679745387495,0.8290203878041665,0.10728131158538559,0.1055913398132107,322.7427916096395
13,3.015514483039321,0.9700948681274856,0.0995288610865127,0.10296316979394433,0.15137374621551186,53000.0,5000.0,40769.230769230766,50.0,500,2.9102946589076155,0.8648750439957801,0.2047486852182182,0.20818299392564985,322.3138740051495
14,2.9543984761226634,0.9719822357200469,0.004739093689870381,0.10227130261193758,0.09962363825415267,53000.0,5000.0,40769.230769230766,50.0,500,2.8080764042544186,0.8256601638518022,0.15106116555811505,0.24859337448018226,322.19770365588613
15,1.0138889243086768,1.0428358450055317,0.0014247818453386007,0.09563415600956178,0.09795980804223992,53000.0,5000.0,40769.230769230766,50.0,500,0.9515530732714097,0.9804999939682646,0.06376063288260575,0.15797000704682893,322.7657232865963
16,1.099328644056648,3.0577751815171856,0.09829697913323011,0.0013229218753911588,0.1491845108444187,53000.0,5000.0,40769.230769230766,50.0,500,0.9775200185164029,2.9359665559769406,0.22010560467347537,0.12313154741563638,322.20548174728293
17,1.0426618347594176,0.9607080517457555,0.0010301521210209752,0.002541372033707745,0.09769207833092848,53000.0,5000.0,40769.230769230766,50.0,500,0.9821759234335117,0.9002221404198495,0.06151606344692696,0.06302728335961372,323.0062991214685
18,0.994400149247299,1.073391375026602,0.09711637754241782,0.003114457040008342,0.14983394998677332,53000.0,5000.0,40769.230769230766,50.0,500,0.9513821839475037,1.0303734097268067,0.1401343428422131,0.046132422339803615,322.7751426133309
19,3.071996495647112,1.0762910010503584,0.10179870971179225,0.0989630259251293,0.1507402568478769,53000.0,5000.0,40769.230769230766,50.0,500,2.9548232591304067,0.9591177645336526,0.21897194622849797,0.21613626244183504,322.06348789687274
20,1.075167143585728,1.0292371910033211,0.004589955888999431,0.09879814627142709,0.10191601947995643,53000.0,5000.0,40769.230769230766,50.0,500,0.9163250727660311,0.8703951201836243,0.1634320267086962,0.25764021709112384,342.9190643582396
21,0.9707771922838715,2.9008508432780458,0.001291966502419375,0.004694240037559571,0.10142321737118812,53000.0,5000.0,40769.230769230766,50.0,500,0.6469859233848635,2.577059574379038,0.3250832354014274,0.3284855089365676,342.5274731700537
22,0.9845817091137792,2.9225595128297974,0.10302530564696046,0.0029193825496793184,0.09997181995519994,53000.0,5000.0,40769.230769230766,50.0,500,0.8341033688591022,2.7720811725751204,0.25350364590163743,0.1533977228043563,322.7637898198838
23,2.953201662528557,2.9968976186870098,0.0011089164013935004,0.0023523386320826113,0.14901664802438505,53000.0,5000.0,40769.230769230766,50.0,500,2.6501497888472305,2.6938457450056834,0.3041607900827196,0.3054042123134088,322.24622977334843
24,0.9615353389720184,1.0693541471087444,0.10378375552962518,0.09595249762739748,0.14953454440893948,53000.0,5000.0,40769.230769230766,50.0,500,0.9182542837072472,1.026073091843973,0.1470648107943964,0.1392335528921687,323.72702818269084
25,0.9666396483731997,1.0441120800594894,0.0032774548151352245,0.09669163125803305,0.1493498889870863,53000.0,5000.0,40769.230769230766,50.0,500,0.8547883388759311,0.9322607705622208,0.11512876431240389,0.20854294075530172,343.19825880771236
26,3.056350952676189,3.020024624720916,0.003902849010804496,0.003046597220462262,0.15039942797307454,53000.0,5000.0,40769.230769230766,50.0,500,2.7373420002025783,2.7010156722473053,0.3229118014844152,0.3220555496940729,322.6779103110989
27,2.961218044086976,1.0891790834683204,0.09936709128143459,0.10335447632746725,0.14794404042253492,53000.0,5000.0,40769.230769230766,50.0,500,2.8432087883099566,0.971169827691301,0.21737634705845393,0.2213637321044866,322.3086548669876
28,1.075519695347096,0.9961694620105076,0.0027003809178366882,0.001060112996077407,0.09755332029128339,53000.0,5000.0,40769.230769230766,50.0,500,0.9157596847940971,0.8364094514575087,0.16246039147083563,0.16082012354907635,342.70610099270505
29,2.940396928326601,3.011846480634989,0.0024613703739769567,0.09904055537570582,0.10179191542723771,53000.0,5000.0,40769.230769230766,50.0,500,2.510277131189418,2.5817266834978057,0.43258116751116016,0.5291603525128891,323.6698902513642
30,2.9871055673417435,3.0542613120227435,0.10145721369948606,0.0019249765776196272,0.09763690375196747,53000.0,5000.0,40769.230769230766,50.0,500,2.5546086267587746,2.6217643714397747,0.5339541542824549,0.43442191716058837,322.5369045078732
31,2.9337934669107217,0.9996305042631526,0.09709280697563993,0.09858016758782227,0.14990085982195475,53000.0,5000.0,40769.230769230766,50.0,500,2.8255618739998014,0.8913989113522325,0.2053243998865601,0.20681176049874245,322.6016570921771
32,1.0400685145533237,0.9687410250924333,0.0012534240721354694,0.1034512561484929,0.09910159866065048,53000.0,5000.0,40769.230769230766,50.0,500,0.8933961409947238,0.8220686515338333,0.14792579763073538,0.25012362970709284,342.4246275541367
